customer,location,unit,job_date,diagnosis,diagnosis_raw,invoice_subtotal,tax_rate,invoice_tax,invoice_total
Wynnefield Properties,Sandhill Court,139,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$289.00,7.00%,$20.23,$309.23
Wynnefield Properties,Sandhill Court,141,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Sandhill Court,205,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$401.25,7.00%,$28.09,$429.34
Wynnefield Properties,Sandhill Court,200-233,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$320.00,7.00%,$22.40,$342.40
Wynnefield Properties,Sandhill Court,200-233,06/30/25 12:37 PM,SYS - REF - Repair - Leak - Easy,,$327.00,7.00%,$22.89,$349.89
Wynnefield Properties,Sandhill Court,139,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,"$1,144.00",7.00%,$80.08,"$1,224.08"
Wynnefield Properties,Sandhill Court,100-135,05/20/25 10:59 AM,SYS - REF - Repair - Leak - NLF,,$262.00,7.00%,$18.34,$280.34
Wynnefield Properties,Sandhill Court,100-141 - Vacant,06/24/25 2:18 PM,SYS - REF - Repair - Leak - NLF,,$245.00,7.00%,$17.15,$262.15
Wynnefield Properties,Sandhill Court,200-201,06/24/25 2:18 PM,SYS - REF - Repair - Leak - NLF,,$267.50,7.00%,$18.73,$286.23
Wynnefield Properties,Sherwood Place,35,06/06/25 6:34 AM,CU - Capacitor - Replace,,$231.50,7.00%,$16.21,$247.71
Wynnefield Properties,Sherwood Place,27,09/04/25 11:32 AM,AHU - Coil - Clean,,$195.00,7.00%,$13.65,$208.65
Wynnefield Properties,Sherwood Place,office and main foyer,06/26/25 6:20 AM,AHU - Cond Lines - Clear,,$206.00,7.00%,$14.42,$220.42
Wynnefield Properties,Sherwood Place,5,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,"$1,016.38",7.00%,$71.15,"$1,087.53"
Wynnefield Properties,Sherwood Place,10,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,639.00",7.00%,$324.73,"$4,963.73"
Wynnefield Properties,Sherwood Place,11,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,612.00",7.00%,$322.84,"$4,934.84"
Wynnefield Properties,Sherwood Place,14,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,502.00",7.00%,$315.14,"$4,817.14"
Wynnefield Properties,Sherwood Place,19,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,502.00",7.00%,$315.14,"$4,817.14"
Wynnefield Properties,Sherwood Place,23,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,382.00",7.00%,$376.74,"$5,758.74"
Wynnefield Properties,Sherwood Place,25,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,612.00",7.00%,$322.84,"$4,934.84"
Wynnefield Properties,Sherwood Place,29,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,644.70",7.00%,$325.13,"$4,969.83"
Wynnefield Properties,Sherwood Place,31,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,551.50",7.00%,$318.61,"$4,870.11"
Wynnefield Properties,Sherwood Place,Hallway,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,686.90",7.00%,$328.08,"$5,014.98"
Wynnefield Properties,Sherwood Place,Hallway,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,966.40",7.00%,$417.65,"$6,384.05"
Wynnefield Properties,Sherwood Place,main hallway & dinning area,08/01/25 2:27 PM,SYS - TOTAL - Change Out - Wall Mount,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Sherwood Place,Right Hallway,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$6,256.00",7.00%,$437.92,"$6,693.92"
Wynnefield Properties,Sherwood Place,Gathering Room,05/27/25 11:02 AM,CU - Capacitor - Replace,,$262.00,7.00%,$18.34,$280.34
Wynnefield Properties,Sherwood Place,40,05/27/25 11:02 AM,CU - Motor - Replace,,$195.00,7.00%,$13.65,$208.65
Wynnefield Properties,Sherwood Place,11,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Sherwood Place,31,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$226.00,7.00%,$15.82,$241.82
Wynnefield Properties,Sherwood Place,31,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Sherwood Place,2,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$290.00,7.00%,$20.30,$310.30
Wynnefield Properties,Sherwood Place,Main long hall,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$688.00,7.00%,$48.16,$736.16
Wynnefield Properties,Sherwood Place,33,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,"$1,014.00",7.00%,$70.98,"$1,084.98"
Wynnefield Properties,Sherwood Place,38,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,"$1,022.50",7.00%,$71.58,"$1,094.08"
Wynnefield Properties,Sherwood Place,32,06/06/25 1:18 PM,SYS - REF - Repair - Leak - NLF,,$353.00,7.00%,$24.71,$377.71
Wynnefield Properties,Sienna Heights,169-202,07/31/25 10:35 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,978.80",6.75%,$336.07,"$5,314.87"
Wynnefield Properties,Sienna Heights,242-203,05/27/25 11:02 AM,CU - Compressor - Replace,,"$2,229.40",6.75%,$150.48,"$2,379.88"
Wynnefield Properties,Sienna Heights,215-105,06/06/25 7:26 AM,CU - Rev Valve - Replace,,"$1,010.67",6.75%,$68.22,"$1,078.89"
Wynnefield Properties,Sienna Heights,169-105,07/22/25 4:21 AM,SYS - LV - Repair - Short,,$244.00,6.75%,$16.47,$260.47
Wynnefield Properties,Sienna Heights,242-205,08/19/25 2:06 PM,SYS - LV - Repair - Short,,$244.00,6.75%,$16.47,$260.47
Wynnefield Properties,Sienna Heights,169-204,08/12/25 9:15 AM,SYS - REF - Repair - Leak - Easy,,$390.00,6.75%,$26.33,$416.33
Wynnefield Properties,Sienna Heights,169-202,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,$420.00,6.75%,$28.35,$448.35
Wynnefield Properties,Sienna Heights,169-204,07/31/25 10:35 AM,SYS - REF - Repair - Leak - Recover,,$882.00,6.75%,$59.54,$941.54
Wynnefield Properties,Sparta Springs,13-102,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Sparta Springs,13-202,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$195.00,7.00%,$13.65,$208.65
Wynnefield Properties,Sparta Springs,13-207,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Sparta Springs,13-306,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Sparta Springs,15-202,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Sparta Springs,15-204,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$205.00,7.00%,$14.35,$219.35
Wynnefield Properties,Sparta Springs,15-204,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$165.00,7.00%,$11.55,$176.55
Wynnefield Properties,Sparta Springs,15-206,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Sparta Springs,15-208,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Sparta Springs,15-208,07/15/25 9:08 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Sparta Springs,15-301,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$253.00,7.00%,$17.71,$270.71
Wynnefield Properties,Sparta Springs,15-301,08/19/25 6:40 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Sparta Springs,15-305,05/21/25 5:43 AM,AHU - Cond Lines - Clear,,$151.00,7.00%,$10.57,$161.57
Wynnefield Properties,Sparta Springs,15-307,07/08/25 9:38 AM,AHU - Cond Lines - Clear,,$206.00,7.00%,$14.42,$220.42
Wynnefield Properties,Sparta Springs,15-308,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Sparta Springs,15-308,08/01/25 11:50 AM,AHU - Cond Lines - Clear,,$151.00,7.00%,$10.57,$161.57
Wynnefield Properties,Sparta Springs,15-306,06/03/25 8:16 AM,CU - Capacitor - Replace,,$176.45,7.00%,$12.35,$188.80
Wynnefield Properties,Sparta Springs,15-301,08/27/25 7:24 AM,CU - Contactor - Replace,,$338.00,7.00%,$23.66,$361.66
Wynnefield Properties,Sparta Springs,15-302,05/27/25 11:02 AM,CU - TXV - Replace,,$494.00,7.00%,$34.58,$528.58
Wynnefield Properties,Sparta Springs,13-208,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$195.00,7.00%,$13.65,$208.65
Wynnefield Properties,Sparta Springs,15-108,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$195.00,7.00%,$13.65,$208.65
Wynnefield Properties,Sparta Springs,15-204,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$228.00,7.00%,$15.96,$243.96
Wynnefield Properties,Sparta Springs,15-207,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$189.50,7.00%,$13.27,$202.77
Wynnefield Properties,Sparta Springs,15-104,07/18/25 5:40 AM,SYS - LV - Repair - Short,,$85.00,7.00%,$5.95,$90.95
Wynnefield Properties,Sparta Springs,13-201,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$895.00,7.00%,$62.65,$957.65
Wynnefield Properties,Sparta Springs,13-308,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$768.42,7.00%,$53.79,$822.21
Wynnefield Properties,Sparta Springs,15-205,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$360.00,7.00%,$25.20,$385.20
Wynnefield Properties,Sparta Springs,15-306,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$607.35,7.00%,$42.51,$649.86
Wynnefield Properties,Sparta Springs,15-308,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,"$1,007.39",7.00%,$70.52,"$1,077.91"
Wynnefield Properties,Sparta Springs,15-308,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$955.00,7.00%,$66.85,"$1,021.85"
Wynnefield Properties,Sparta Springs,15-302,05/27/25 11:02 AM,SYS - REF - Repair - Leak - NLF,,$722.00,7.00%,$50.54,$772.54
Wynnefield Properties,Sunset Place,2305,09/04/25 11:31 AM,AHU - Control Board - Replace,,$583.00,7.00%,$40.81,$623.81
Wynnefield Properties,Sunset Place,722-202,07/28/25 2:21 PM,CU - Capacitor - Replace,,$232.52,7.00%,$16.28,$248.80
Wynnefield Properties,Sunset Place,720-301,06/18/25 7:33 AM,AHU - Evap Coil - Replace,,"$1,743.12",7.00%,$122.02,"$1,865.14"
Wynnefield Properties,Sunset Place,722-302,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,$70.00,7.00%,$4.90,$74.90
Wynnefield Properties,Sunset Place,722-206,05/27/25 11:02 AM,SYS - MIN - Reset Power - CU,,$80.00,7.00%,$5.60,$85.60
Wynnefield Properties,Sunset Place,1102,08/01/25 2:25 PM,CU - Capacitor - Replace,,$248.00,7.00%,$17.36,$265.36
Wynnefield Properties,Sunset Place,720-306,05/27/25 11:02 AM,CU - Compressor - Replace,,"$2,257.04",7.00%,$157.99,"$2,415.03"
Wynnefield Properties,Sunset Place,722-305,05/27/25 11:02 AM,CU - Compressor - Replace,,"$2,133.40",7.00%,$149.34,"$2,282.74"
Wynnefield Properties,Sunset Place,1307,08/14/25 12:42 PM,CU - Power - Cross Wired,,$272.00,7.00%,$19.04,$291.04
Wynnefield Properties,Sunset Place,722-102,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Sunset Place,722-304,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$316.00,7.00%,$22.12,$338.12
Wynnefield Properties,Sunset Place,720-308,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,$859.00,7.00%,$60.13,$919.13
Wynnefield Properties,Talbot Court,Kitchen Area,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$2,374.70",6.75%,$160.29,"$2,534.99"
Wynnefield Properties,Talbot Court,1B,06/18/25 12:51 PM,AHU - Cond Lines - Clear,,$206.00,6.75%,$13.91,$219.91
Wynnefield Properties,Talbot Court,1L,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,376.00",6.75%,$92.88,"$1,468.88"
Wynnefield Properties,Talbot Court,1L,07/03/25 6:00 AM,CU - Compressor - Replace,,"$2,371.00",6.75%,$160.04,"$2,531.04"
Wynnefield Properties,Talbot Court,4D,04/07/25 6:50 AM,CU - Compressor - Replace,,"$1,293.50",6.75%,$87.31,"$1,380.81"
Wynnefield Properties,Talbot Court,3H,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$297.00,6.75%,$20.05,$317.05
Wynnefield Properties,Talbot Court,1J,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$140.00,6.75%,$9.45,$149.45
Wynnefield Properties,Talbot Court,1J,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$162.00,6.75%,$10.94,$172.94
Wynnefield Properties,Talbot Court,2D,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$171.00,6.75%,$11.54,$182.54
Wynnefield Properties,Talbot Court,2E,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$307.15,6.75%,$20.73,$327.88
Wynnefield Properties,Talbot Court,4P,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$140.00,6.75%,$9.45,$149.45
Wynnefield Properties,Talbot Court,4L,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$342.50,6.75%,$23.12,$365.62
Wynnefield Properties,Talbot Court,4L,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$195.00,6.75%,$13.16,$208.16
Wynnefield Properties,The Village at Locust,214,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$2,372.00",7.00%,$166.04,"$2,538.04"
Wynnefield Properties,The Village at Locust,Club,06/20/25 5:49 AM,AHU - Evap Coil - Replace,,"$1,622.20",7.00%,$113.55,"$1,735.75"
Wynnefield Properties,The Village at Locust,214,06/20/25 5:49 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,082.00",7.00%,$355.74,"$5,437.74"
Wynnefield Properties,The Village at Locust,324,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,211.52",7.00%,$294.81,"$4,506.33"
Wynnefield Properties,The Village at Locust,215,08/18/25 9:04 AM,SYS - REF - Repair - Leak - Easy,,$357.00,7.00%,$24.99,$381.99
Wynnefield Properties,The Village at Locust,Club house,05/21/25 7:19 AM,SYS - REF - Repair - Leak - NLF,,$261.00,7.00%,$18.27,$279.27
Wynnefield Properties,Town Centre,A-209,08/15/25 7:36 AM,AHU - Evap Coil - Replace,,"$1,622.20",7.00%,$113.55,"$1,735.75"
Wynnefield Properties,Town Centre,A 209,08/18/25 11:38 AM,CU - Compressor - Replace,,"$2,238.50",7.00%,$156.70,"$2,395.20"
Wynnefield Properties,Town Centre,A-304,09/02/25 12:37 PM,,SYS - Ducts - Repair - Insulation,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Town Centre,A-209,09/02/25 11:07 AM,SYS - REF - Repair - Leak - Easy,,$357.00,7.00%,$24.99,$381.99
Wynnefield Properties,Uwharrie Trail,107,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,485.50",7.00%,$103.99,"$1,589.49"
Wynnefield Properties,Uwharrie Trail,208,05/20/25 12:39 PM,CU - Compressor - Replace,,"$1,293.50",7.00%,$90.55,"$1,384.05"
Wynnefield Properties,Uwharrie Trail,216,05/22/25 6:03 AM,CU - Compressor - Replace,,"$1,293.50",7.00%,$90.55,"$1,384.05"
Wynnefield Properties,Uwharrie Trail,302,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,485.50",7.00%,$103.99,"$1,589.49"
Wynnefield Properties,Uwharrie Trail,2nd floor east wing,05/22/25 10:38 AM,CU - Compressor - Replace,,"$1,293.50",7.00%,$90.55,"$1,384.05"
Wynnefield Properties,Villas at Forest Park,207,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$180.00,7.00%,$12.60,$192.60
Wynnefield Properties,Villas at Forest Park,207,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Villas at Forest Park,220,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Villas at Forest Park,222,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Villas at Forest Park,222,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Villas at Forest Park,310,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$180.00,7.00%,$12.60,$192.60
Wynnefield Properties,Villas at Forest Park,213,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,722.00",7.00%,$330.54,"$5,052.54"
Wynnefield Properties,Villas at Forest Park,311,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,722.00",7.00%,$330.54,"$5,052.54"
Wynnefield Properties,Villas at Forest Park,313,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,648.00",7.00%,$325.36,"$4,973.36"
Wynnefield Properties,Villas at Forest Park,114,05/27/25 11:02 AM,CU - Capacitor - Replace,,$185.30,7.00%,$12.97,$198.27
Wynnefield Properties,Villas at Forest Park,204,05/27/25 11:02 AM,CU - Capacitor - Replace,,$272.45,7.00%,$19.07,$291.52
Wynnefield Properties,Villas at Forest Park,118,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$388.87,7.00%,$27.22,$416.09
Wynnefield Properties,Villas at Forest Park,213,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$236.30,7.00%,$16.54,$252.84
Wynnefield Properties,Villas at Forest Park,213,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$269.45,7.00%,$18.86,$288.31
Wynnefield Properties,Villas at Forest Park,118,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$339.16,7.00%,$23.74,$362.90
Wynnefield Properties,Villas at Forest Park,118,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Villas at Forest Park,203,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$110.00,7.00%,$7.70,$117.70
Wynnefield Properties,Villas at Forest Park,207,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Villas at Forest Park,311,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$336.00,7.00%,$23.52,$359.52
Wynnefield Properties,Villas at Forest Park,311,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Villas at Forest Park,313,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$268.00,7.00%,$18.76,$286.76
Wynnefield Properties,Villas at Forest Park,315,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$296.25,7.00%,$20.74,$316.99
Wynnefield Properties,Villas at Hope Crest,212,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Villas at Hope Crest,214,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Villas at Hope Crest,305,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Villas at Hope Crest,216,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,"$1,016.38",7.00%,$71.15,"$1,087.53"
Wynnefield Properties,Villas at Hope Crest,319,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,"$1,150.00",7.00%,$80.50,"$1,230.50"
Wynnefield Properties,Villas at Hope Crest,208,05/27/25 11:02 AM,CU - Compressor - Replace,,"$2,133.40",7.00%,$149.34,"$2,282.74"
Wynnefield Properties,Villas at Hope Crest,315,05/27/25 11:02 AM,CU - Rev Valve - Replace,,$195.00,7.00%,$13.65,$208.65
Wynnefield Properties,Villas at Hope Crest,210,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$70.00,7.00%,$4.90,$74.90
Wynnefield Properties,Villas at Hope Crest,211,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$305.00,7.00%,$21.35,$326.35
Wynnefield Properties,Villas at Hope Crest,303,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$189.00,7.00%,$13.23,$202.23
Wynnefield Properties,Villas at Hope Crest,303,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Villas at Hope Crest,Whole building,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$580.00,7.00%,$40.60,$620.60
Wynnefield Properties,Villas at Hope Crest,115,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$303.50,7.00%,$21.25,$324.75
Wynnefield Properties,Welsummer Yards,225-300,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,325.00",6.75%,$89.44,"$1,414.44"
Wynnefield Properties,Welsummer Yards,82-201,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,787.50",6.75%,$120.66,"$1,908.16"
Wynnefield Properties,Welsummer Yards,82-102,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,"$1,406.00",6.75%,$94.91,"$1,500.91"
Wynnefield Properties,West Cumberland,2341-101,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$280.00,6.75%,$18.90,$298.90
Wynnefield Properties,West Cumberland,2341-107,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$280.00,6.75%,$18.90,$298.90
Wynnefield Properties,Westridge Place,270-102,08/08/25 1:31 PM,AHU - Control Board - Replace,,$346.00,7.00%,$24.22,$370.22
Wynnefield Properties,Westridge Place,270-101,07/16/25 1:57 PM,SYS - MIN - Reser Power - AHU,,$107.00,7.00%,$7.49,$114.49
Wynnefield Properties,Westridge Place,120-101,08/14/25 2:35 PM,AHU - Cond Lines - Clear,,$349.00,7.00%,$24.43,$373.43
Wynnefield Properties,Westridge Place,163-103,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$85.00,7.00%,$5.95,$90.95
Wynnefield Properties,Westridge Place,163-103,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Westridge Place,163-103,06/12/25 11:59 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Westridge Place,163-103,07/16/25 3:32 PM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Westridge Place,163-202,07/16/25 3:18 PM,AHU - Cond Lines - Clear,,$151.00,7.00%,$10.57,$161.57
Wynnefield Properties,Westridge Place,163-204,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Westridge Place,163-204,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Westridge Place,250-101,06/02/25 6:22 PM,AHU - Cond Lines - Clear,,$206.00,7.00%,$14.42,$220.42
Wynnefield Properties,Westridge Place,163-102,09/04/25 5:05 PM,AHU - Cond Lines - Clear,,$197.00,7.00%,$13.79,$210.79
Wynnefield Properties,Westridge Place,290-104,09/04/25 5:07 PM,AHU - Cond Lines - Clear,,$175.00,7.00%,$12.25,$187.25
Wynnefield Properties,Westridge Place,163-104,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,630.00",7.00%,$324.10,"$4,954.10"
Wynnefield Properties,Westridge Place,210-101,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,639.00",7.00%,$324.73,"$4,963.73"
Wynnefield Properties,Westridge Place,233-104,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,716.00",7.00%,$330.12,"$5,046.12"
Wynnefield Properties,Westridge Place,290-103,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,606.00",7.00%,$322.42,"$4,928.42"
Wynnefield Properties,Westridge Place,233-105,05/27/25 11:02 AM,CU - Capacitor - Replace,,$191.95,7.00%,$13.44,$205.39
Wynnefield Properties,Westridge Place,250-203,05/27/25 11:02 AM,CU - Capacitor - Replace,,$220.02,7.00%,$15.40,$235.42
Wynnefield Properties,Westridge Place,250-204,05/27/25 11:02 AM,CU - Capacitor - Replace,,$220.02,7.00%,$15.40,$235.42
Wynnefield Properties,Westridge Place,290-201,05/27/25 11:02 AM,CU - Capacitor - Replace,,$411.72,7.00%,$28.82,$440.54
Wynnefield Properties,Westridge Place,210-204,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$308.00,7.00%,$21.56,$329.56
Wynnefield Properties,Westridge Place,270-203,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$286.00,7.00%,$20.02,$306.02
Wynnefield Properties,Westridge Place,270-203,07/25/25 9:23 AM,SYS - Ducts - Reset - Fire Damper,,$329.00,7.00%,$23.03,$352.03
Wynnefield Properties,Westridge Place,713,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$336.50,7.00%,$23.56,$360.06
Wynnefield Properties,Westridge Place,163-204,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$309.00,7.00%,$21.63,$330.63
Wynnefield Properties,Westridge Place,270-101,07/18/25 1:51 PM,SYS - LV - Repair - Thermostat,,$215.35,7.00%,$15.07,$230.42
Wynnefield Properties,Westridge Place,120-102,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$171.00,7.00%,$11.97,$182.97
Wynnefield Properties,Westridge Place,120-203,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Westridge Place,120-203,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$110.00,7.00%,$7.70,$117.70
Wynnefield Properties,Westridge Place,210-203,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$70.00,7.00%,$4.90,$74.90
Wynnefield Properties,Westridge Place,250-201,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Westridge Place,270-101,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Westridge Place,290-202,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$282.00,7.00%,$19.74,$301.74
Wynnefield Properties,Westridge Place,270-102,07/16/25 2:25 PM,SYS - REF - Repair - Leak - NLF,,$245.00,7.00%,$17.15,$262.15
