customer,location,unit,job_date,diagnosis,diagnosis_raw,invoice_subtotal,tax_rate,invoice_tax,invoice_total
Wynnefield Properties,Kirkwood Crossing,2248 - 3E,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$385.00,6.75%,$25.99,$410.99
Wynnefield Properties,Kirkwood Crossing,2248-1D,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$440.00,6.75%,$29.70,$469.70
Wynnefield Properties,Kirkwood Crossing,2248-1G,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$0.00,6.75%,$0.00,$0.00
Wynnefield Properties,Kirkwood Crossing,2248-1H,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$0.00,6.75%,$0.00,$0.00
Wynnefield Properties,Kirkwood Crossing,2248-2D,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$0.00,6.75%,$0.00,$0.00
Wynnefield Properties,Kirkwood Crossing,2248-2F,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,"$3,645.00",6.75%,$246.04,"$3,891.04"
Wynnefield Properties,Kirkwood Crossing,2248-3G,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$385.00,6.75%,$25.99,$410.99
Wynnefield Properties,Kirkwood Crossing,2248-2B,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,$722.50,6.75%,$48.77,$771.27
Wynnefield Properties,Kirkwood Crossing,2208-3C,05/27/25 11:02 AM,SYS - REF - Repair - Leak - NLF,,$174.00,6.75%,$11.75,$185.75
Wynnefield Properties,Kirkwood Crossing,2248-2C,06/26/25 3:35 AM,SYS - REF - Repair - Leak - NLF,,$245.00,6.75%,$16.54,$261.54
Wynnefield Properties,Kirkwood Crossing,2248-3E,07/14/25 11:44 AM,SYS - REF - Repair - Leak - NLF,,$245.00,6.75%,$16.54,$261.54
Wynnefield Properties,Magnolias,119,06/09/25 5:48 PM,SYS - TOTAL - Change Out - Wall Mount,,"$4,644.70",7.25%,$336.74,"$4,981.44"
Wynnefield Properties,Magnolias,121,08/29/25 8:23 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,978.80",7.25%,$360.96,"$5,339.76"
Wynnefield Properties,Magnolias,133,07/28/25 4:43 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,770.80",7.25%,$345.88,"$5,116.68"
Wynnefield Properties,Magnolias,138 - Vacant,06/27/25 8:08 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,082.00",7.25%,$368.45,"$5,450.45"
Wynnefield Properties,Magnolias,Common Areas,06/20/25 3:02 AM,SYS - TOTAL - Change Out - Attic/Crawl AHU ,,$0.00,7.25%,$0.00,$0.00
Wynnefield Properties,Magnolias,132,06/10/25 6:28 AM,CU - Capacitor - Replace,,$220.45,7.25%,$15.98,$236.43
Wynnefield Properties,Magnolias,136,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$332.00,7.25%,$24.07,$356.07
Wynnefield Properties,Meadow Brook,,06/09/25 5:48 PM,SYS - TOTAL - Change Out - Wall Mount,,"$5,277.50",6.75%,$356.23,"$5,633.73"
Wynnefield Properties,Meridian Pointe,313,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,303.00",7.00%,$91.21,"$1,394.21"
Wynnefield Properties,Meridian Pointe,1650-106,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,747.00",7.00%,$122.29,"$1,869.29"
Wynnefield Properties,Meridian Pointe,6150-103,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,720.00",7.00%,$120.40,"$1,840.40"
Wynnefield Properties,Meridian Pointe,210,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$275.41,7.00%,$19.28,$294.69
Wynnefield Properties,Meridian Pointe,212,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$275.41,7.00%,$19.28,$294.69
Wynnefield Properties,Meridian Pointe,114,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$275.00,7.00%,$19.25,$294.25
Wynnefield Properties,Millers Creek,302-105,09/02/25 11:08 AM,,AHU - Blower Wheel,$173.00,7.00%,$12.11,$185.11
Wynnefield Properties,Millers Creek,302-102,06/11/25 1:15 PM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Millers Creek,302-206,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$110.00,7.00%,$7.70,$117.70
Wynnefield Properties,Millers Creek,302-206,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Millers Creek,302-302,06/17/25 9:53 AM,AHU - Cond Lines - Clear,,$206.00,7.00%,$14.42,$220.42
Wynnefield Properties,Millers Creek,302-305,06/06/25 7:20 AM,AHU - Cond Lines - Clear,,$195.00,7.00%,$13.65,$208.65
Wynnefield Properties,Millers Creek,Clubhouse,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,$512.84,7.00%,$35.90,$548.74
Wynnefield Properties,Millers Creek,302-201,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,520.00",7.00%,$316.40,"$4,836.40"
Wynnefield Properties,Millers Creek,300-109,05/27/25 11:02 AM,CU - Capacitor - Replace,,$355.45,7.00%,$24.88,$380.33
Wynnefield Properties,Millers Creek,300-209,05/27/25 11:02 AM,CU - Capacitor - Replace,,$244.45,7.00%,$17.11,$261.56
Wynnefield Properties,Millers Creek,302-205,05/27/25 11:02 AM,CU - Capacitor - Replace,,$268.45,7.00%,$18.79,$287.24
Wynnefield Properties,Millers Creek,300-109,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,315.00",7.00%,$92.05,"$1,407.05"
Wynnefield Properties,Millers Creek,300-212,07/10/25 1:30 PM,CU - Compressor - Replace,,"$2,290.50",7.00%,$160.34,"$2,450.84"
Wynnefield Properties,Millers Creek,302-205,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,371.50",7.00%,$96.01,"$1,467.51"
Wynnefield Properties,Millers Creek,302-302,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,394.00",7.00%,$97.58,"$1,491.58"
Wynnefield Properties,Millers Creek,302-204,06/06/25 7:19 AM,CU - Rev Valve - Replace,,"$1,252.28",7.00%,$87.66,"$1,339.94"
Wynnefield Properties,Millers Creek,302-301,05/27/25 11:02 AM,CU - Rev Valve - Replace,,"$1,327.66",7.00%,$92.94,"$1,420.60"
Wynnefield Properties,Millers Creek,300-109,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$356.50,7.00%,$24.96,$381.46
Wynnefield Properties,Millers Creek,302-203,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,"$1,005.50",7.00%,$70.39,"$1,075.89"
Wynnefield Properties,Millers Creek,302-304,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$305.00,7.00%,$21.35,$326.35
Wynnefield Properties,Millers Creek,302-304,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$217.00,7.00%,$15.19,$232.19
Wynnefield Properties,Millers Creek,302-307,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$314.00,7.00%,$21.98,$335.98
Wynnefield Properties,Millers Creek,302-307,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$272.00,7.00%,$19.04,$291.04
Wynnefield Properties,Millers Creek,300-101,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$391.00,7.00%,$27.37,$418.37
Wynnefield Properties,Millers Creek,300-206,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$299.00,7.00%,$20.93,$319.93
Wynnefield Properties,Millers Creek,300-301,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$55.00,7.00%,$3.85,$58.85
Wynnefield Properties,Millers Creek,302-107,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$110.00,7.00%,$7.70,$117.70
Wynnefield Properties,Millers Creek,302-302,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$55.00,7.00%,$3.85,$58.85
Wynnefield Properties,Millers Creek,302-104,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$654.00,7.00%,$45.78,$699.78
Wynnefield Properties,Millers Creek,302-201,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$550.00,7.00%,$38.50,$588.50
Wynnefield Properties,Millers Creek,302-202,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$366.00,7.00%,$25.62,$391.62
Wynnefield Properties,Millers Creek,302-205,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$602.00,7.00%,$42.14,$644.14
Wynnefield Properties,Millers Creek,300-301,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,$345.00,7.00%,$24.15,$369.15
Wynnefield Properties,Millers Creek,302-103,08/04/25 11:14 AM,SYS - REF - Repair - Leak - Recover,,$895.50,7.00%,$62.69,$958.19
Wynnefield Properties,Millers Creek,302-304,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,"$1,133.00",7.00%,$79.31,"$1,212.31"
Wynnefield Properties,Mountain View,A201,05/27/25 11:02 AM,SYS - MIN - Reser Power - AHU,,$85.00,7.00%,$5.95,$90.95
Wynnefield Properties,Mountain View,B-301,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,716.00",7.00%,$120.12,"$1,836.12"
Wynnefield Properties,Mountain View,A - 202,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$250.00,7.00%,$17.50,$267.50
Wynnefield Properties,Mountain View,A-107,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Mountain View,A-111,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Mountain View,A-112,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Mountain View,A-201,06/13/25 3:50 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Mountain View,A-202,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Mountain View,A-204,06/10/25 7:43 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Mountain View,A-205,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$294.00,7.00%,$20.58,$314.58
Wynnefield Properties,Mountain View,A-205,06/13/25 3:50 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Mountain View,A107,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$130.00,7.00%,$9.10,$139.10
Wynnefield Properties,Mountain View,A212,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Mountain View,A301,05/19/25 8:08 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Mountain View,B-102,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$294.00,7.00%,$20.58,$314.58
Wynnefield Properties,Mountain View,B-203,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Mountain View,B-204,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$154.00,7.00%,$10.78,$164.78
Wynnefield Properties,Mountain View,B-302,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$167.50,7.00%,$11.73,$179.23
Wynnefield Properties,Mountain View,B103,07/09/25 9:35 AM,AHU - Cond Lines - Clear,,$206.00,7.00%,$14.42,$220.42
Wynnefield Properties,Mountain View,B204,07/03/25 10:31 AM,AHU - Cond Lines - Clear,,$206.00,7.00%,$14.42,$220.42
Wynnefield Properties,Mountain View,B301,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$130.00,7.00%,$9.10,$139.10
Wynnefield Properties,Mountain View,B302,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$129.00,7.00%,$9.03,$138.03
Wynnefield Properties,Mountain View,A-201,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,"$1,150.00",7.00%,$80.50,"$1,230.50"
Wynnefield Properties,Mountain View,A-202,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,"$1,175.52",7.00%,$82.29,"$1,257.81"
Wynnefield Properties,Mountain View,A-207,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,"$1,046.38",7.00%,$73.25,"$1,119.63"
Wynnefield Properties,Mountain View,A-102,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$269.45,7.00%,$18.86,$288.31
Wynnefield Properties,Mountain View,A105,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$288.62,7.00%,$20.20,$308.82
Wynnefield Properties,Mountain View,A110,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$361.80,7.00%,$25.33,$387.13
Wynnefield Properties,Mountain View,A201,05/19/25 12:05 PM,SYS - LV - Repair - Thermostat,,$326.04,7.00%,$22.82,$348.86
Wynnefield Properties,Mountain View,A-212,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$281.00,7.00%,$19.67,$300.67
Wynnefield Properties,Mountain View,A-301,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$244.00,7.00%,$17.08,$261.08
Wynnefield Properties,Mountain View,A-307,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$243.80,7.00%,$17.07,$260.87
Wynnefield Properties,Mountain View,A307,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$230.00,7.00%,$16.10,$246.10
Wynnefield Properties,Mountain View,B301,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$419.00,7.00%,$29.33,$448.33
Wynnefield Properties,New Garden,1916-C,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$192.50,7.00%,$13.48,$205.98
Wynnefield Properties,Other,Joanna,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Parkview,407 D,04/25/25 6:20 AM,AHU - Evap Coil - Replace,,"$1,680.50",6.75%,$113.43,"$1,793.93"
Wynnefield Properties,Parkview,2306-A,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$180.00,6.75%,$12.15,$192.15
Wynnefield Properties,Parkview,401-A,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$118.00,6.75%,$7.97,$125.97
Wynnefield Properties,Parkview,407 C,07/21/25 2:04 PM,AHU - Cond Lines - Clear,,$173.00,6.75%,$11.68,$184.68
Wynnefield Properties,Parkview,411-A,06/16/25 7:19 AM,AHU - Motor - Replace - Forward,,$590.00,6.75%,$39.83,$629.83
Wynnefield Properties,Parkview,401-E,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,$296.00,6.75%,$19.98,$315.98
Wynnefield Properties,Parkview,407-C,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,$242.00,6.75%,$16.34,$258.34
Wynnefield Properties,Parkview,415-C,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,$242.00,6.75%,$16.34,$258.34
Wynnefield Properties,Parkview,415-C,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,"$1,150.00",6.75%,$77.63,"$1,227.63"
Wynnefield Properties,Parkview,2300-A,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,548.30",6.75%,$307.01,"$4,855.31"
Wynnefield Properties,Parkview,2300-D,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,472.00",6.75%,$369.36,"$5,841.36"
Wynnefield Properties,Parkview,2300-F,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,648.00",6.75%,$313.74,"$4,961.74"
Wynnefield Properties,Parkview,2302-F,07/21/25 8:42 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,770.80",6.75%,$322.03,"$5,092.83"
Wynnefield Properties,Parkview,2306-A,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,284.70",6.75%,$289.22,"$4,573.92"
Wynnefield Properties,Parkview,2306-E,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,292.63",6.75%,$357.25,"$5,649.88"
Wynnefield Properties,Parkview,403-B,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,717.30",6.75%,$318.42,"$5,035.72"
Wynnefield Properties,Parkview,403-C,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,726.75",6.75%,$386.56,"$6,113.31"
Wynnefield Properties,Parkview,409-A,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,502.00",6.75%,$303.89,"$4,805.89"
Wynnefield Properties,Parkview,409-F,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,611.20",6.75%,$378.76,"$5,989.96"
Wynnefield Properties,Parkview,411-C,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,171.20",6.75%,$349.06,"$5,520.26"
Wynnefield Properties,Parkview,415-C,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,644.70",6.75%,$313.52,"$4,958.22"
Wynnefield Properties,Parkview,415-E,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,637.00",6.75%,$313.00,"$4,950.00"
Wynnefield Properties,Parkview,415-F,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,644.70",6.75%,$313.52,"$4,958.22"
Wynnefield Properties,Parkview,Clubhouse,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$6,612.60",6.75%,$446.35,"$7,058.95"
Wynnefield Properties,Parkview,2302-A,05/27/25 11:02 AM,CU - Capacitor - Replace,,$257.20,6.75%,$17.36,$274.56
Wynnefield Properties,Parkview,401-D,05/27/25 11:02 AM,CU - Capacitor - Replace,,$150.02,6.75%,$10.13,$160.15
Wynnefield Properties,Parkview,403A,07/15/25 12:17 PM,CU - Capacitor - Replace,,$248.00,6.75%,$16.74,$264.74
Wynnefield Properties,Parkview,409-B,05/27/25 11:02 AM,CU - Motor - Replace,,$195.00,6.75%,$13.16,$208.16
Wynnefield Properties,Parkview,2302-D,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$305.00,6.75%,$20.59,$325.59
Wynnefield Properties,Parkview,2306-A,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$250.00,6.75%,$16.88,$266.88
Wynnefield Properties,Parkview,2306-F,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$215.35,6.75%,$14.54,$229.89
Wynnefield Properties,Parkview,415-F,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$278.87,6.75%,$18.82,$297.69
Wynnefield Properties,Parkview,2302-B,09/12/25 11:08 AM,SYS - LV - Repair - Short,,$0.00,6.75%,$0.00,$0.00
Wynnefield Properties,Parkview,2304-F,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$234.00,6.75%,$15.80,$249.80
Wynnefield Properties,Parkview,2306-G,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$55.00,6.75%,$3.71,$58.71
Wynnefield Properties,Parkview,401-C,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$195.00,6.75%,$13.16,$208.16
Wynnefield Properties,Parkview,407-D,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$149.00,6.75%,$10.06,$159.06
Wynnefield Properties,Parkview,415-C,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$481.00,6.75%,$32.47,$513.47
Wynnefield Properties,Parkview,415-C,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$305.00,6.75%,$20.59,$325.59
Wynnefield Properties,Parkview,417-H,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$294.00,6.75%,$19.85,$313.85
Wynnefield Properties,Parkview,407-D,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$224.00,6.75%,$15.12,$239.12
Wynnefield Properties,Parkview,409-C,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$176.00,6.75%,$11.88,$187.88
Wynnefield Properties,Parkview,411-E,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$152.50,6.75%,$10.29,$162.79
Wynnefield Properties,Parkview,2302-B,05/14/25 6:51 AM,SYS - REF - Repair - Leak - NLF,,$217.50,6.75%,$14.68,$232.18
Wynnefield Properties,Parkview,2302B,07/15/25 12:18 PM,SYS - REF - Repair - Leak - NLF,,$151.00,6.75%,$10.19,$161.19
Wynnefield Properties,Ryan Ridge,4408-3E,06/10/25 6:25 AM,AHU - Cond Lines - Clear,,$184.00,6.75%,$12.42,$196.42
Wynnefield Properties,Ryan Ridge,4408-3D,08/13/25 6:37 AM,CU - Power - Cross Wired,,$577.00,6.75%,$38.95,$615.95
Wynnefield Properties,Ryan Ridge,4408-2D,07/14/25 11:44 AM,SYS - MIN - Reset Power - CU,,$167.50,6.75%,$11.31,$178.81
Wynnefield Properties,Ryan Ridge,4412-3L,07/14/25 7:29 AM,CU - Capacitor - Replace,,$248.00,6.75%,$16.74,$264.74
Wynnefield Properties,Ryan Ridge,4408-2H,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$140.00,6.75%,$9.45,$149.45
Wynnefield Properties,Ryan Ridge,4408-3D,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$940.54,6.75%,$63.49,"$1,004.03"
Wynnefield Properties,Ryan Ridge,4408-2A,05/12/25 10:21 AM,SYS - REF - Repair - Leak - NLF,,$222.50,6.75%,$15.02,$237.52
Wynnefield Properties,Sandhill Court,319,05/27/25 11:02 AM,SYS - MIN - Reser Power - AHU,,$85.00,7.00%,$5.95,$90.95
Wynnefield Properties,Sandhill Court,301,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Sandhill Court,100-135,06/30/25 12:40 PM,AHU - Cond Lines - Clear,,$206.00,7.00%,$14.42,$220.42
Wynnefield Properties,Sandhill Court,300-359,08/11/25 8:20 AM,AHU - Cond Lines - Clear,,$118.00,7.00%,$8.26,$126.26
Wynnefield Properties,Sandhill Court,300-353,06/18/25 5:55 AM,SYS - TOTAL - Change Out - Wall Mount,,"$5,082.00",7.00%,$355.74,"$5,437.74"
Wynnefield Properties,Sandhill Court,143,05/27/25 11:02 AM,CU - Control Board - Reset,,$250.00,7.00%,$17.50,$267.50
Wynnefield Properties,Sandhill Court,300-333,05/27/25 11:02 AM,CU - Control Board - Reset,,$228.00,7.00%,$15.96,$243.96
Wynnefield Properties,Sandhill Court,321,05/27/25 11:02 AM,CU - Capacitor - Replace,,$217.45,7.00%,$15.22,$232.67
Wynnefield Properties,Sandhill Court,329,08/20/25 10:18 AM,CU - Capacitor - Replace,,$248.00,7.00%,$17.36,$265.36
Wynnefield Properties,Sandhill Court,331,05/27/25 11:02 AM,CU - Capacitor - Replace,,$275.95,7.00%,$19.32,$295.27
Wynnefield Properties,Sandhill Court,300-325,06/30/25 12:40 PM,CU - Capacitor - Replace,,$248.00,7.00%,$17.36,$265.36
Wynnefield Properties,Sandhill Court,241,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,315.00",7.00%,$92.05,"$1,407.05"
Wynnefield Properties,Sandhill Court,325,05/27/25 11:02 AM,CU - Compressor - Replace,,"$1,315.00",7.00%,$92.05,"$1,407.05"
Wynnefield Properties,Sandhill Court,100-147,06/19/25 7:53 AM,CU - Compressor - Replace,,"$1,293.50",7.00%,$90.55,"$1,384.05"
Wynnefield Properties,Sandhill Court,300-347,05/27/25 11:02 AM,CU - Compressor - Replace,,"$2,229.40",7.00%,$156.06,"$2,385.46"
Wynnefield Properties,Sandhill Court,300-355,08/07/25 5:55 AM,CU - Compressor - Replace,,"$1,366.00",7.00%,$95.62,"$1,461.62"
Wynnefield Properties,Sandhill Court,300-357,08/11/25 8:19 AM,CU - Compressor - Replace,,"$1,366.00",7.00%,$95.62,"$1,461.62"
Wynnefield Properties,Sandhill Court,103,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$360.00,7.00%,$25.20,$385.20
Wynnefield Properties,Sandhill Court,117,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$250.00,7.00%,$17.50,$267.50
Wynnefield Properties,Sandhill Court,117,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$217.00,7.00%,$15.19,$232.19
Wynnefield Properties,Sandhill Court,119,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$443.87,7.00%,$31.07,$474.94
Wynnefield Properties,Sandhill Court,129,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$250.40,7.00%,$17.53,$267.93
Wynnefield Properties,Sandhill Court,129,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Sandhill Court,129,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Sandhill Court,129,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$195.00,7.00%,$13.65,$208.65
Wynnefield Properties,Sandhill Court,301,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$244.00,7.00%,$17.08,$261.08
Wynnefield Properties,Sandhill Court,301,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Sandhill Court,301,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Sandhill Court,301,08/20/25 12:54 PM,SYS - Ducts - Reset - Fire Damper,,$329.00,7.00%,$23.03,$352.03
Wynnefield Properties,Sandhill Court,305,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Sandhill Court,307,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$255.00,7.00%,$17.85,$272.85
Wynnefield Properties,Sandhill Court,100-105,06/24/25 2:17 PM,SYS - Ducts - Reset - Fire Damper,,$316.00,7.00%,$22.12,$338.12
Wynnefield Properties,Sandhill Court,100-129,06/11/25 7:50 AM,SYS - Ducts - Reset - Fire Damper,,$173.00,7.00%,$12.11,$185.11
Wynnefield Properties,Sandhill Court,100-147,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$410.35,7.00%,$28.72,$439.07
Wynnefield Properties,Sandhill Court,300-303,09/04/25 11:15 AM,SYS - Ducts - Reset - Fire Damper,,$329.00,7.00%,$23.03,$352.03
Wynnefield Properties,Sandhill Court,300-305,06/09/25 8:34 AM,SYS - Ducts - Reset - Fire Damper,,$173.00,7.00%,$12.11,$185.11
Wynnefield Properties,Sandhill Court,300-319,07/08/25 7:38 AM,SYS - Ducts - Reset - Fire Damper,,$316.00,7.00%,$22.12,$338.12
Wynnefield Properties,Sandhill Court,333,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$379.45,7.00%,$26.56,$406.01
Wynnefield Properties,Sandhill Court,100-129,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$420.00,7.00%,$29.40,$449.40
Wynnefield Properties,Sandhill Court,300-337,06/30/25 12:38 PM,SYS - LV - Repair - Short,,$250.00,7.00%,$17.50,$267.50
Wynnefield Properties,Sandhill Court,129,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$322.00,7.00%,$22.54,$344.54
